Drugcondition,Frequency,Variable,Mean,SD
MDMA,65,Authenticity,59.59830769230769,20.955947661793925
MDMA,65,Emotion,1.333692307692307,0.5061452645695244
placebo,65,Authenticity,62.63169230769232,19.04506682920399
placebo,65,Emotion,1.1669230769230767,0.43055169215250394
